vehicle_id,service_date,repair_type,repair_cost
V01797,2026-02-02,Oil Change,137.12
V01797,2026-02-12,Brake Repair,620.38
V01797,2026-01-27,Battery Replacement,278.44
V01797,2026-01-05,Oil Change,150.98
V01799,2026-03-01,Brake Repair,369.85
V01799,2026-03-06,Cooling System,775.7
V01799,2026-02-19,Transmission Repair,2033.99
V01799,2026-02-28,Oil Change,143.22
V01799,2026-03-30,Battery Replacement,381.18
V01799,2026-03-21,Transmission Repair,2322.85
V01800,2026-04-27,Cooling System,834.11
V01801,2026-03-18,Battery Replacement,323.83
V01801,2026-03-20,Brake Repair,601.71
V01801,2026-03-03,Oil Change,135.57
V01801,2026-04-09,Brake Repair,531.2
V01801,2026-01-26,Battery Replacement,404.05
V01801,2026-03-06,Oil Change,106.66
V01801,2026-04-11,Oil Change,148.32
V01802,2026-04-22,Oil Change,164.96
V01802,2026-01-16,Oil Change,96.3
V01802,2026-04-12,Battery Replacement,373.85
V01802,2026-01-21,Engine Inspection,519.03
V01803,2026-04-20,Brake Repair,464.69
V01803,2026-02-26,Battery Replacement,371.66
V01804,2026-02-10,Oil Change,150.96
V01804,2026-03-11,Engine Inspection,552.36
V01805,2026-01-28,Engine Inspection,735.69
V01805,2026-02-17,Battery Replacement,332.92
V01806,2026-02-19,Battery Replacement,409.16
V01806,2026-03-21,Brake Repair,509.23
V01806,2026-01-21,Oil Change,148.52
V01806,2026-03-02,Oil Change,127.72
V01806,2026-03-14,Oil Change,155.44
V01806,2026-03-26,Engine Inspection,752.68
V01806,2026-04-07,Cooling System,598.72
V01806,2026-02-28,Transmission Repair,1525.58
V01807,2026-03-14,Engine Inspection,532.59
V01807,2026-03-22,Brake Repair,450.78
V01807,2026-03-31,Oil Change,107.69
V01807,2026-04-08,Engine Inspection,571.62
V01808,2026-04-19,Brake Repair,556.48
V01808,2026-02-01,Oil Change,163.24
V01809,2026-04-30,Oil Change,111.53
V01809,2026-04-07,Battery Replacement,324.44
V01810,2026-03-24,Battery Replacement,333.92
V01810,2026-02-20,Brake Repair,451.61
V01811,2026-01-21,Transmission Repair,1441.21
V01811,2026-02-21,Cooling System,840.31
V01811,2026-04-24,Brake Repair,571.26
V01811,2026-01-06,Oil Change,116.33
V01812,2026-02-06,Engine Inspection,545.38
V01813,2026-04-19,Engine Inspection,837.84
V01813,2026-03-27,Battery Replacement,250.53
V01813,2026-03-29,Battery Replacement,308.78
V01813,2026-02-13,Oil Change,101.59
V01813,2026-01-17,Battery Replacement,287.55
V01813,2026-01-02,Oil Change,106.21
V01813,2026-04-16,Transmission Repair,1603.05
V01814,2026-03-14,Oil Change,150.14
V01814,2026-04-29,Transmission Repair,2129.72
V01815,2026-03-23,Transmission Repair,1698.46
V01815,2026-01-05,Oil Change,146.88
V01815,2026-04-08,Oil Change,138.11
V01815,2026-04-25,Brake Repair,419.45
V01816,2026-04-03,Oil Change,115.83
V01816,2026-03-18,Engine Inspection,791.1
V01816,2026-02-18,Brake Repair,368.79
V01816,2026-03-28,Battery Replacement,292.38
V01816,2026-04-02,Oil Change,112.44
V01816,2026-04-06,Oil Change,152.87
V01816,2026-02-09,Brake Repair,493.69
V01816,2026-04-22,Engine Inspection,554.62
V01816,2026-03-26,Brake Repair,427.63
V01816,2026-04-26,Oil Change,127.68
V01816,2026-02-10,Oil Change,136.09
V01816,2026-04-14,Engine Inspection,691.22
V01817,2026-01-05,Oil Change,153.49
V01817,2026-02-10,Oil Change,152.6
V01817,2026-01-05,Engine Inspection,769.52
V01817,2026-04-14,Battery Replacement,344.3
V01818,2026-01-20,Oil Change,133.6
V01818,2026-04-12,Oil Change,125.45
V01819,2026-04-03,Battery Replacement,374.03
V01820,2026-02-20,Oil Change,117.11
V01820,2026-01-27,Oil Change,136.84
V01820,2026-01-11,Engine Inspection,525.88
V01821,2026-04-19,Engine Inspection,785.08
V01821,2026-02-12,Battery Replacement,417.7
V01821,2026-03-09,Brake Repair,548.06
V01821,2026-01-16,Brake Repair,418.56
V01821,2026-03-13,Battery Replacement,418.0
V01821,2026-04-01,Battery Replacement,242.85
V01821,2026-01-15,Oil Change,161.22
V01822,2026-01-11,Engine Inspection,674.0
V01823,2026-01-28,Engine Inspection,528.45
V01823,2026-01-25,Oil Change,128.71
V01823,2026-04-09,Brake Repair,601.68
V01823,2026-01-10,Engine Inspection,488.3
V01824,2026-03-22,Engine Inspection,767.67
V01824,2026-03-21,Engine Inspection,665.58
V01824,2026-03-31,Brake Repair,613.38
V01824,2026-04-21,Oil Change,123.98
V01824,2026-02-23,Brake Repair,394.53
V01825,2026-03-24,Transmission Repair,1829.67
V01825,2026-01-14,Oil Change,136.88
V01827,2026-02-18,Oil Change,102.72
V01827,2026-03-11,Brake Repair,495.34
V01827,2026-04-06,Brake Repair,444.94
V01827,2026-02-21,Oil Change,141.85
V01828,2026-01-10,Oil Change,122.53
V01829,2026-01-08,Engine Inspection,678.51
V01829,2026-02-27,Oil Change,160.81
V01829,2026-03-06,Transmission Repair,1602.92
V01829,2026-02-03,Oil Change,154.42
V01829,2026-02-14,Battery Replacement,343.52
V01830,2026-04-24,Oil Change,144.04
V01830,2026-03-06,Brake Repair,518.2
V01830,2026-04-28,Transmission Repair,1603.11
V01830,2026-02-25,Transmission Repair,1601.69
V01830,2026-01-22,Transmission Repair,1773.45
V01831,2026-04-25,Engine Inspection,709.91
V01831,2026-01-07,Brake Repair,517.76
V01832,2026-01-19,Brake Repair,408.21
V01832,2026-02-07,Transmission Repair,2155.79
V01832,2026-01-18,Oil Change,109.49
V01832,2026-03-05,Battery Replacement,282.99
V01832,2026-04-04,Battery Replacement,338.77
V01832,2026-02-11,Transmission Repair,1991.91
V01834,2026-04-10,Oil Change,126.76
V01835,2026-01-12,Oil Change,132.74
V01835,2026-01-10,Oil Change,101.78
V01835,2026-01-13,Oil Change,103.98
V01835,2026-03-30,Oil Change,146.29
V01837,2026-04-29,Oil Change,118.47
V01838,2026-02-20,Oil Change,119.19
V01838,2026-01-27,Oil Change,157.93
V01838,2026-02-25,Oil Change,142.61
V01838,2026-04-08,Transmission Repair,1498.91
V01838,2026-03-01,Battery Replacement,295.84
V01838,2026-04-27,Brake Repair,436.6
V01838,2026-01-12,Transmission Repair,1798.51
V01838,2026-01-01,Oil Change,146.34
V01838,2026-01-23,Oil Change,127.13
V01838,2026-02-18,Transmission Repair,2420.75
V01838,2026-03-01,Engine Inspection,737.72
V01839,2026-02-13,Engine Inspection,496.45
V01841,2026-02-11,Cooling System,913.76
V01841,2026-04-07,Oil Change,130.03
V01843,2026-04-06,Oil Change,140.78
V01843,2026-03-17,Brake Repair,484.55
V01843,2026-01-28,Oil Change,108.42
V01843,2026-01-27,Oil Change,148.47
V01843,2026-04-17,Oil Change,136.74
V01844,2026-01-07,Transmission Repair,2490.77
V01844,2026-03-19,Oil Change,119.25
V01845,2026-01-30,Brake Repair,447.27
V01845,2026-03-04,Oil Change,106.07
V01845,2026-01-20,Oil Change,167.68
V01845,2026-02-23,Oil Change,135.84
V01847,2026-01-01,Brake Repair,410.47
V01847,2026-02-05,Brake Repair,568.75
V01847,2026-03-04,Brake Repair,611.43
V01847,2026-03-22,Battery Replacement,336.88
V01847,2026-04-23,Transmission Repair,2417.37
V01847,2026-02-25,Battery Replacement,369.05
V01848,2026-02-07,Cooling System,928.71
V01848,2026-03-24,Brake Repair,588.95
V01848,2026-02-25,Engine Inspection,591.73
V01848,2026-01-02,Brake Repair,578.76
V01848,2026-02-27,Transmission Repair,1777.83
V01848,2026-03-01,Engine Inspection,758.5
V01849,2026-03-08,Transmission Repair,2377.29
V01849,2026-04-14,Transmission Repair,1920.75
V01850,2026-02-23,Oil Change,165.13
V01850,2026-03-18,Cooling System,681.28
V01850,2026-03-17,Brake Repair,476.43
V01850,2026-04-23,Oil Change,121.31
V01851,2026-04-18,Brake Repair,474.99
V01851,2026-02-01,Oil Change,104.89
V01851,2026-04-24,Brake Repair,602.91
V01851,2026-02-07,Oil Change,97.63
V01851,2026-02-21,Battery Replacement,405.26
V01851,2026-02-15,Brake Repair,516.31
V01851,2026-02-21,Battery Replacement,242.83
V01851,2026-03-08,Oil Change,129.03
V01851,2026-01-06,Oil Change,136.17
V01851,2026-01-06,Transmission Repair,1579.87
V01851,2026-01-08,Oil Change,135.91
V01852,2026-01-27,Cooling System,781.29
V01853,2026-01-11,Oil Change,99.01
V01853,2026-04-09,Battery Replacement,397.37
V01853,2026-01-07,Brake Repair,603.73
V01853,2026-04-18,Oil Change,138.96
V01853,2026-03-06,Engine Inspection,772.08
V01854,2026-04-30,Transmission Repair,1735.5
V01854,2026-01-09,Cooling System,904.84
V01855,2026-01-24,Oil Change,132.66
V01855,2026-04-15,Battery Replacement,396.29
V01855,2026-01-17,Engine Inspection,621.55
V01855,2026-04-10,Brake Repair,602.05
V01856,2026-03-16,Transmission Repair,2229.78
V01856,2026-03-15,Oil Change,116.83
V01856,2026-02-18,Oil Change,150.58
V01857,2026-04-21,Battery Replacement,335.25
V01858,2026-02-24,Brake Repair,369.16
V01858,2026-04-14,Brake Repair,378.09
V01859,2026-02-20,Brake Repair,435.01
V01859,2026-02-21,Brake Repair,585.48
V01859,2026-01-14,Brake Repair,457.97
V01860,2026-01-24,Transmission Repair,1906.88
V01860,2026-01-12,Brake Repair,519.48
V01860,2026-01-04,Battery Replacement,282.5
V01861,2026-01-13,Engine Inspection,680.74
V01861,2026-03-02,Brake Repair,578.69
V01861,2026-02-12,Battery Replacement,376.2
V01861,2026-04-03,Oil Change,138.91
V01861,2026-02-28,Cooling System,824.82
V01861,2026-04-28,Brake Repair,488.59
V01861,2026-02-01,Engine Inspection,543.26
V01862,2026-04-02,Oil Change,105.12
V01862,2026-03-07,Oil Change,119.56
V01863,2026-04-19,Oil Change,123.06
V01863,2026-02-19,Brake Repair,399.88
V01863,2026-01-09,Transmission Repair,1811.58
V01864,2026-03-08,Cooling System,759.1
V01864,2026-03-09,Cooling System,672.61
V01864,2026-04-16,Oil Change,116.57
V01864,2026-04-07,Transmission Repair,2344.85
V01864,2026-04-04,Oil Change,125.49
V01864,2026-02-12,Brake Repair,442.35
V01865,2026-03-31,Oil Change,144.5
V01865,2026-03-10,Battery Replacement,364.94
V01865,2026-02-28,Transmission Repair,1633.84
V01865,2026-02-15,Transmission Repair,2190.77
V01866,2026-01-29,Battery Replacement,389.39
V01866,2026-01-17,Brake Repair,470.32
V01866,2026-03-05,Battery Replacement,274.64
V01867,2026-04-24,Battery Replacement,414.03
V01867,2026-01-22,Brake Repair,566.39
V01867,2026-02-24,Brake Repair,596.57
V01868,2026-04-30,Oil Change,159.88
V01869,2026-03-16,Battery Replacement,348.42
V01869,2026-02-22,Transmission Repair,1762.58
V01869,2026-03-22,Engine Inspection,670.93
V01869,2026-01-29,Oil Change,115.8
V01870,2026-04-20,Oil Change,145.48
V01870,2026-04-02,Brake Repair,463.27
V01870,2026-04-12,Engine Inspection,646.76
V01870,2026-01-09,Engine Inspection,711.14
V01871,2026-02-10,Oil Change,161.22
V01871,2026-04-23,Engine Inspection,571.39
V01871,2026-02-14,Brake Repair,481.58
V01872,2026-01-17,Engine Inspection,503.24
V01872,2026-04-29,Battery Replacement,248.78
V01873,2026-03-23,Brake Repair,381.69
V01873,2026-02-19,Engine Inspection,683.77
V01873,2026-01-28,Oil Change,132.46
V01873,2026-03-13,Oil Change,155.04
V01875,2026-02-08,Oil Change,164.75
V01875,2026-03-01,Transmission Repair,2498.42
V01875,2026-01-08,Brake Repair,384.18
V01875,2026-04-24,Oil Change,122.86
V01876,2026-04-18,Battery Replacement,302.33
V01876,2026-04-09,Brake Repair,382.12
V01876,2026-03-29,Battery Replacement,359.36
V01876,2026-03-29,Battery Replacement,350.15
V01877,2026-01-13,Oil Change,141.76
V01877,2026-02-09,Oil Change,128.0
V01877,2026-04-26,Brake Repair,410.9
V01877,2026-01-10,Oil Change,139.33
V01877,2026-01-26,Oil Change,141.74
V01877,2026-01-24,Engine Inspection,662.56
V01878,2026-04-05,Oil Change,107.18
V01878,2026-04-17,Transmission Repair,1681.67
V01878,2026-03-16,Battery Replacement,339.2
V01878,2026-01-13,Oil Change,105.2
V01879,2026-03-05,Battery Replacement,358.97
V01879,2026-02-12,Transmission Repair,1804.02
V01880,2026-01-27,Brake Repair,377.56
V01880,2026-04-28,Engine Inspection,589.94
V01880,2026-03-22,Battery Replacement,252.98
V01881,2026-03-19,Oil Change,138.22
V01881,2026-01-21,Engine Inspection,606.12
V01882,2026-03-26,Cooling System,857.2
V01882,2026-03-31,Oil Change,135.37
V01883,2026-03-22,Oil Change,138.64
V01884,2026-04-28,Oil Change,163.72
V01885,2026-02-26,Engine Inspection,645.32
V01885,2026-01-15,Oil Change,129.48
V01885,2026-04-28,Oil Change,113.24
V01885,2026-03-17,Oil Change,149.94
V01886,2026-04-17,Brake Repair,582.47
V01886,2026-04-07,Brake Repair,510.6
V01886,2026-02-25,Oil Change,96.54
V01886,2026-03-27,Battery Replacement,273.79
V01887,2026-04-11,Oil Change,113.38
V01887,2026-01-29,Transmission Repair,1892.62
V01887,2026-01-07,Battery Replacement,266.58
V01888,2026-02-08,Oil Change,155.7
V01888,2026-03-09,Transmission Repair,2472.35
V01889,2026-03-03,Brake Repair,455.56
V01889,2026-01-31,Brake Repair,508.91
V01890,2026-01-27,Brake Repair,465.59
V01891,2026-03-16,Oil Change,112.17
V01892,2026-03-14,Engine Inspection,518.62
V01892,2026-01-11,Battery Replacement,373.72
V01893,2026-01-28,Oil Change,123.45
V01894,2026-03-19,Engine Inspection,659.58
V01894,2026-02-16,Engine Inspection,741.76
V01894,2026-03-17,Oil Change,162.01
V01895,2026-01-27,Brake Repair,601.37
V01895,2026-04-06,Transmission Repair,2226.09
V01896,2026-04-29,Battery Replacement,273.01
V01896,2026-03-01,Battery Replacement,386.53
V01896,2026-01-31,Oil Change,115.66
V01896,2026-02-07,Battery Replacement,267.38
V01896,2026-04-16,Brake Repair,494.34
V01896,2026-03-12,Battery Replacement,350.97
V01896,2026-01-27,Oil Change,158.66
V01896,2026-04-17,Brake Repair,561.34
V01896,2026-01-19,Oil Change,126.02
V01896,2026-03-06,Oil Change,123.9
V01897,2026-04-24,Engine Inspection,608.45
V01897,2026-02-26,Cooling System,693.85
V01897,2026-03-13,Brake Repair,558.93
V01898,2026-01-25,Engine Inspection,561.83
V01898,2026-01-29,Oil Change,167.24
V01898,2026-03-26,Oil Change,98.26
V01898,2026-03-18,Battery Replacement,252.55
V01899,2026-03-17,Brake Repair,364.9
V01899,2026-01-06,Transmission Repair,1974.43
V01899,2026-02-25,Transmission Repair,1666.56
V01899,2026-02-21,Oil Change,113.3
V01899,2026-01-01,Brake Repair,616.93
V01899,2026-04-09,Cooling System,626.39
V01899,2026-03-03,Oil Change,134.54
V01900,2026-04-08,Transmission Repair,2110.79
V01900,2026-04-09,Brake Repair,535.71
V01900,2026-03-26,Oil Change,167.48
V01901,2026-01-05,Transmission Repair,1995.42
V01902,2026-02-08,Battery Replacement,371.4
V01902,2026-01-10,Brake Repair,374.96
V01902,2026-03-09,Brake Repair,402.64
V01902,2026-01-07,Battery Replacement,340.32
V01902,2026-01-21,Engine Inspection,514.04
V01902,2026-03-12,Engine Inspection,729.85
V01903,2026-02-18,Oil Change,98.5
V01903,2026-04-11,Cooling System,777.06
V01903,2026-03-05,Oil Change,96.52
V01903,2026-04-14,Brake Repair,543.76
V01904,2026-02-19,Oil Change,165.53
V01904,2026-04-11,Engine Inspection,736.99
V01905,2026-04-16,Oil Change,148.46
V01905,2026-03-07,Battery Replacement,300.6
V01905,2026-04-22,Oil Change,110.09
V01905,2026-01-16,Transmission Repair,2050.81
V01905,2026-01-29,Oil Change,157.23
V01905,2026-04-16,Brake Repair,435.94
V01905,2026-03-15,Oil Change,116.98
V01905,2026-01-13,Engine Inspection,553.39
V01905,2026-04-27,Brake Repair,480.0
V01906,2026-02-23,Engine Inspection,777.59
V01906,2026-03-27,Battery Replacement,248.48
V01906,2026-02-08,Brake Repair,476.54
V01906,2026-03-29,Oil Change,133.83
V01906,2026-01-30,Brake Repair,502.07
V01909,2026-03-10,Engine Inspection,521.68
V01909,2026-02-10,Transmission Repair,1991.17
V01909,2026-01-06,Oil Change,113.99
V01909,2026-04-01,Engine Inspection,708.34
V01909,2026-01-25,Oil Change,124.28
V01910,2026-01-21,Cooling System,637.07
V01910,2026-03-14,Oil Change,108.93
V01910,2026-01-06,Engine Inspection,629.09
V01910,2026-02-08,Engine Inspection,554.49
V01910,2026-01-18,Oil Change,154.55
V01911,2026-04-14,Brake Repair,408.32
V01911,2026-01-01,Oil Change,154.04
V01911,2026-01-14,Engine Inspection,704.08
V01911,2026-01-04,Oil Change,124.52
V01911,2026-03-13,Battery Replacement,274.19
V01912,2026-01-24,Cooling System,709.28
V01912,2026-03-30,Brake Repair,374.72
V01912,2026-01-27,Battery Replacement,242.56
V01912,2026-02-22,Oil Change,122.33
V01913,2026-04-20,Oil Change,130.28
V01913,2026-03-14,Battery Replacement,331.73
V01913,2026-01-02,Brake Repair,361.53
V01913,2026-04-01,Engine Inspection,626.27
V01913,2026-01-24,Oil Change,160.88
V01914,2026-01-29,Battery Replacement,311.62
V01914,2026-04-06,Oil Change,127.55
V01914,2026-03-12,Engine Inspection,610.87
V01914,2026-03-29,Battery Replacement,245.45
V01914,2026-03-13,Transmission Repair,2354.82
V01915,2026-01-29,Battery Replacement,329.04
V01915,2026-03-14,Brake Repair,441.14
V01916,2026-01-21,Brake Repair,383.62
V01916,2026-04-20,Cooling System,809.91
V01916,2026-02-10,Oil Change,143.88
V01916,2026-04-05,Brake Repair,390.54
V01916,2026-01-26,Oil Change,130.13
V01916,2026-03-07,Brake Repair,596.82
V01917,2026-01-18,Brake Repair,498.58
V01917,2026-01-03,Brake Repair,465.19
V01917,2026-02-25,Oil Change,147.68
V01917,2026-03-21,Oil Change,159.98
V01918,2026-01-20,Brake Repair,397.08
V01918,2026-02-24,Battery Replacement,403.75
V01918,2026-03-26,Battery Replacement,367.49
V01918,2026-01-14,Oil Change,132.29
V01918,2026-04-29,Cooling System,579.35
V01919,2026-02-25,Oil Change,167.04
V01919,2026-04-29,Oil Change,161.7
V01920,2026-04-02,Oil Change,112.71
V01920,2026-01-03,Brake Repair,589.2
V01920,2026-03-11,Battery Replacement,356.28
V01920,2026-02-12,Oil Change,114.51
V01921,2026-03-05,Cooling System,592.64
V01921,2026-01-16,Engine Inspection,523.42
V01921,2026-02-06,Engine Inspection,798.71
V01921,2026-01-02,Battery Replacement,327.32
V01921,2026-01-17,Engine Inspection,784.84
V01922,2026-02-06,Cooling System,770.4
V01922,2026-03-23,Oil Change,136.87
V01922,2026-02-27,Oil Change,134.22
V01922,2026-02-26,Transmission Repair,1965.56
V01922,2026-03-10,Oil Change,118.71
V01923,2026-01-25,Oil Change,154.65
V01923,2026-03-17,Oil Change,144.68
V01923,2026-01-19,Battery Replacement,268.81
V01924,2026-04-15,Brake Repair,574.46
V01924,2026-04-04,Transmission Repair,1605.96
V01924,2026-03-12,Battery Replacement,312.01
V01924,2026-01-04,Brake Repair,389.71
V01925,2026-01-18,Brake Repair,598.89
V01927,2026-01-27,Oil Change,101.85
V01927,2026-01-30,Cooling System,665.57
V01927,2026-02-15,Oil Change,164.7
V01927,2026-04-03,Brake Repair,573.93
V01929,2026-03-09,Engine Inspection,808.72
V01929,2026-04-25,Oil Change,129.44
V01929,2026-03-28,Battery Replacement,352.44
V01930,2026-01-10,Oil Change,142.06
V01930,2026-04-02,Transmission Repair,1812.81
V01930,2026-03-10,Engine Inspection,662.21
V01930,2026-04-26,Battery Replacement,261.67
V01930,2026-04-21,Engine Inspection,591.53
V01931,2026-04-18,Brake Repair,625.88
V01931,2026-01-07,Oil Change,144.25
V01931,2026-01-20,Oil Change,116.35
V01932,2026-03-14,Oil Change,163.67
V01933,2026-01-03,Battery Replacement,394.67
V01933,2026-04-20,Battery Replacement,321.01
V01933,2026-02-14,Engine Inspection,537.53
V01933,2026-01-31,Oil Change,163.84
V01936,2026-04-10,Oil Change,100.39
V01936,2026-02-22,Battery Replacement,354.55
V01936,2026-01-12,Cooling System,827.86
V01936,2026-04-09,Cooling System,560.48
V01936,2026-01-06,Oil Change,144.71
V01936,2026-02-04,Oil Change,152.58
V01937,2026-03-15,Brake Repair,505.88
V01937,2026-02-13,Brake Repair,436.85
V01938,2026-01-28,Oil Change,105.76
V01939,2026-02-18,Oil Change,131.27
V01939,2026-01-20,Engine Inspection,657.56
V01939,2026-02-14,Oil Change,145.91
V01939,2026-01-02,Brake Repair,412.78
V01939,2026-01-06,Battery Replacement,254.11
V01941,2026-02-02,Oil Change,153.73
V01941,2026-02-20,Cooling System,803.15
V01941,2026-04-11,Brake Repair,371.05
V01942,2026-02-14,Transmission Repair,2474.38
V01942,2026-02-28,Transmission Repair,2474.1
V01942,2026-01-01,Cooling System,867.77
V01943,2026-03-01,Engine Inspection,542.49
V01943,2026-04-06,Battery Replacement,377.9
V01943,2026-01-10,Brake Repair,376.51
V01944,2026-04-03,Cooling System,573.62
V01944,2026-03-22,Brake Repair,379.43
V01944,2026-03-16,Battery Replacement,353.88
V01945,2026-02-25,Brake Repair,524.21
V01946,2026-04-28,Battery Replacement,245.34
V01946,2026-01-27,Brake Repair,419.74
V01946,2026-02-07,Battery Replacement,320.14
V01946,2026-04-18,Engine Inspection,655.4
V01947,2026-03-28,Brake Repair,507.93
V01949,2026-03-08,Battery Replacement,267.97
V01949,2026-04-03,Battery Replacement,336.84
V01949,2026-04-29,Engine Inspection,597.69
V01949,2026-03-13,Engine Inspection,530.79
V01949,2026-03-27,Brake Repair,444.42
V01949,2026-02-05,Engine Inspection,649.86
V01950,2026-04-16,Battery Replacement,394.19
