ticket_id,vehicle_id,ticket_date,complaint_text,priority
T002719,V01734,2026-04-04,Brake noise reported by driver,Low
T002720,V01734,2026-02-08,Brake noise reported by driver,Medium
T002721,V01735,2026-03-16,Vehicle overheating during route,High
T002722,V01735,2026-01-17,Vehicle idle time unusually high,Low
T002723,V01735,2026-04-17,Brake noise reported by driver,Low
T002724,V01735,2026-04-23,Vehicle overheating during route,High
T002725,V01736,2026-02-06,Reduced acceleration reported,Medium
T002726,V01739,2026-04-06,Brake noise reported by driver,Medium
T002727,V01740,2026-01-18,Reduced acceleration reported,Low
T002728,V01740,2026-02-27,Battery warning light keeps appearing,Medium
T002729,V01741,2026-04-24,Oil pressure warning triggered,High
T002730,V01741,2026-02-09,Battery warning light keeps appearing,Medium
T002731,V01741,2026-03-14,Vehicle overheating during route,High
T002732,V01741,2026-01-20,Oil pressure warning triggered,High
T002733,V01741,2026-02-09,Vehicle idle time unusually high,Medium
T002734,V01741,2026-02-21,Check engine light is on,Low
T002735,V01742,2026-03-17,No major issue reported,Medium
T002736,V01742,2026-02-19,Brake noise reported by driver,Low
T002737,V01742,2026-02-24,No major issue reported,Low
T002738,V01743,2026-04-04,Vehicle idle time unusually high,Medium
T002739,V01744,2026-04-15,Brake noise reported by driver,Low
T002740,V01745,2026-02-08,Vehicle overheating during route,High
T002741,V01745,2026-04-14,Transmission feels delayed,High
T002742,V01745,2026-04-19,Battery warning light keeps appearing,Low
T002743,V01745,2026-02-20,Transmission feels delayed,High
T002744,V01746,2026-04-16,Check engine light is on,Low
T002745,V01747,2026-03-05,Transmission feels delayed,High
T002746,V01747,2026-03-09,Vehicle overheating during route,High
T002747,V01748,2026-03-16,Reduced acceleration reported,Low
T002748,V01749,2026-02-08,Check engine light is on,Low
T002749,V01749,2026-01-19,Check engine light is on,Low
T002750,V01749,2026-04-04,Transmission feels delayed,High
T002751,V01750,2026-04-03,Battery warning light keeps appearing,Low
T002752,V01753,2026-01-25,Check engine light is on,Medium
T002753,V01754,2026-02-22,Transmission feels delayed,High
T002754,V01755,2026-02-01,Vehicle idle time unusually high,Medium
T002755,V01755,2026-02-26,Check engine light is on,Low
T002756,V01755,2026-01-11,Battery warning light keeps appearing,Low
T002757,V01756,2026-02-06,Transmission feels delayed,High
T002758,V01756,2026-04-14,Transmission feels delayed,High
T002759,V01756,2026-02-11,Vehicle idle time unusually high,Low
T002760,V01756,2026-01-09,Vehicle overheating during route,High
T002761,V01756,2026-02-24,Brake noise reported by driver,Medium
T002762,V01756,2026-04-10,Brake noise reported by driver,Low
T002763,V01757,2026-01-06,Brake noise reported by driver,Low
T002764,V01757,2026-01-16,Vehicle idle time unusually high,Medium
T002765,V01757,2026-02-17,No major issue reported,Low
T002766,V01757,2026-01-23,Check engine light is on,Medium
T002767,V01758,2026-03-12,Vehicle overheating during route,High
T002768,V01758,2026-03-14,Oil pressure warning triggered,High
T002769,V01758,2026-01-23,Oil pressure warning triggered,High
T002770,V01759,2026-01-14,Check engine light is on,Low
T002771,V01760,2026-02-08,Vehicle idle time unusually high,Medium
T002772,V01760,2026-01-24,Reduced acceleration reported,Medium
T002773,V01760,2026-01-02,Reduced acceleration reported,Medium
T002774,V01760,2026-02-18,Transmission feels delayed,High
T002775,V01760,2026-04-22,Vehicle overheating during route,High
T002776,V01761,2026-04-30,Oil pressure warning triggered,High
T002777,V01761,2026-03-18,Reduced acceleration reported,Low
T002778,V01761,2026-03-02,Brake noise reported by driver,Medium
T002779,V01761,2026-04-28,No major issue reported,Medium
T002780,V01763,2026-02-28,Vehicle overheating during route,High
T002781,V01763,2026-02-27,Check engine light is on,Medium
T002782,V01764,2026-03-21,Oil pressure warning triggered,High
T002783,V01764,2026-03-03,Check engine light is on,Medium
T002784,V01764,2026-04-15,Reduced acceleration reported,Low
T002785,V01767,2026-04-29,Oil pressure warning triggered,High
T002786,V01767,2026-03-27,Battery warning light keeps appearing,Low
T002787,V01767,2026-04-20,Battery warning light keeps appearing,Medium
T002788,V01767,2026-04-16,Oil pressure warning triggered,High
T002789,V01767,2026-02-22,Transmission feels delayed,High
T002790,V01767,2026-04-09,Check engine light is on,Low
T002791,V01768,2026-01-20,Reduced acceleration reported,Low
T002792,V01768,2026-03-08,Oil pressure warning triggered,High
T002793,V01768,2026-03-01,Battery warning light keeps appearing,Low
T002794,V01769,2026-04-11,Vehicle idle time unusually high,Low
T002795,V01769,2026-01-09,Vehicle overheating during route,High
T002796,V01770,2026-03-23,No major issue reported,Medium
T002797,V01771,2026-04-24,No major issue reported,Medium
T002798,V01772,2026-02-10,Transmission feels delayed,High
T002799,V01772,2026-04-19,Vehicle overheating during route,High
T002800,V01773,2026-01-03,No major issue reported,Low
T002801,V01773,2026-02-01,Oil pressure warning triggered,High
T002802,V01773,2026-03-04,Reduced acceleration reported,Medium
T002803,V01775,2026-01-02,Vehicle idle time unusually high,Low
T002804,V01776,2026-04-26,Oil pressure warning triggered,High
T002805,V01777,2026-03-02,Vehicle idle time unusually high,Medium
T002806,V01778,2026-01-22,Oil pressure warning triggered,High
T002807,V01778,2026-02-02,Oil pressure warning triggered,High
T002808,V01778,2026-04-12,Vehicle overheating during route,High
T002809,V01779,2026-01-24,Vehicle idle time unusually high,Low
T002810,V01779,2026-02-16,Vehicle overheating during route,High
T002811,V01780,2026-02-21,Transmission feels delayed,High
T002812,V01780,2026-02-28,No major issue reported,Low
T002813,V01780,2026-04-13,Check engine light is on,Medium
T002814,V01781,2026-03-06,Battery warning light keeps appearing,Low
T002815,V01781,2026-04-23,Oil pressure warning triggered,High
T002816,V01782,2026-01-11,Brake noise reported by driver,Medium
T002817,V01782,2026-04-09,Transmission feels delayed,High
T002818,V01782,2026-02-26,Reduced acceleration reported,Medium
T002819,V01782,2026-01-09,Brake noise reported by driver,Medium
T002820,V01782,2026-01-10,Vehicle idle time unusually high,Medium
T002821,V01785,2026-03-02,No major issue reported,Low
T002822,V01785,2026-04-14,Oil pressure warning triggered,High
T002823,V01786,2026-01-09,Vehicle idle time unusually high,Medium
T002824,V01786,2026-03-23,Reduced acceleration reported,Medium
T002825,V01786,2026-03-07,No major issue reported,Low
T002826,V01788,2026-01-20,Vehicle overheating during route,High
T002827,V01789,2026-04-14,Brake noise reported by driver,Medium
T002828,V01789,2026-01-26,Oil pressure warning triggered,High
T002829,V01792,2026-04-19,Vehicle overheating during route,High
T002830,V01792,2026-01-29,Battery warning light keeps appearing,Low
T002831,V01792,2026-02-02,Brake noise reported by driver,Medium
T002832,V01793,2026-03-24,Transmission feels delayed,High
T002833,V01794,2026-03-01,Vehicle idle time unusually high,Medium
T002834,V01794,2026-01-15,Brake noise reported by driver,Medium
T002835,V01794,2026-03-14,Oil pressure warning triggered,High
T002836,V01794,2026-03-23,Battery warning light keeps appearing,Medium
T002837,V01794,2026-03-13,Brake noise reported by driver,Medium
T002838,V01795,2026-03-06,Check engine light is on,Medium
T002839,V01795,2026-01-20,Reduced acceleration reported,Medium
T002840,V01796,2026-01-22,Check engine light is on,Medium
T002841,V01797,2026-04-15,Battery warning light keeps appearing,Medium
T002842,V01798,2026-04-16,Reduced acceleration reported,Low
T002843,V01798,2026-01-04,Battery warning light keeps appearing,Low
T002844,V01798,2026-04-16,Transmission feels delayed,High
T002845,V01798,2026-04-29,No major issue reported,Medium
T002846,V01798,2026-03-31,Vehicle overheating during route,High
T002847,V01798,2026-02-04,Brake noise reported by driver,Medium
T002848,V01799,2026-02-05,Reduced acceleration reported,Medium
T002849,V01800,2026-02-03,Reduced acceleration reported,Medium
T002850,V01801,2026-02-13,Battery warning light keeps appearing,Low
T002851,V01801,2026-02-09,Oil pressure warning triggered,High
T002852,V01801,2026-04-04,Battery warning light keeps appearing,Low
T002853,V01801,2026-02-06,Vehicle idle time unusually high,Low
T002854,V01802,2026-01-21,Check engine light is on,Low
T002855,V01802,2026-01-22,Vehicle overheating during route,High
T002856,V01802,2026-04-06,Oil pressure warning triggered,High
T002857,V01803,2026-01-22,Transmission feels delayed,High
T002858,V01805,2026-02-11,Transmission feels delayed,High
T002859,V01806,2026-01-13,No major issue reported,Low
T002860,V01807,2026-01-01,No major issue reported,Medium
T002861,V01807,2026-02-24,Oil pressure warning triggered,High
T002862,V01808,2026-03-21,Oil pressure warning triggered,High
T002863,V01808,2026-02-15,No major issue reported,Low
T002864,V01808,2026-01-15,No major issue reported,Low
T002865,V01809,2026-01-05,Transmission feels delayed,High
T002866,V01810,2026-03-03,Battery warning light keeps appearing,Low
T002867,V01810,2026-04-06,Vehicle idle time unusually high,Medium
T002868,V01810,2026-01-24,Transmission feels delayed,High
T002869,V01811,2026-04-07,Vehicle idle time unusually high,Low
T002870,V01811,2026-03-19,Check engine light is on,Medium
T002871,V01812,2026-03-27,Brake noise reported by driver,Low
T002872,V01812,2026-03-21,Oil pressure warning triggered,High
T002873,V01812,2026-02-20,Vehicle overheating during route,High
T002874,V01812,2026-01-23,Brake noise reported by driver,Medium
T002875,V01812,2026-03-12,No major issue reported,Low
T002876,V01814,2026-03-12,Brake noise reported by driver,Low
T002877,V01814,2026-04-01,Reduced acceleration reported,Low
T002878,V01814,2026-03-03,Check engine light is on,Medium
T002879,V01815,2026-04-01,Battery warning light keeps appearing,Medium
T002880,V01815,2026-03-17,Vehicle idle time unusually high,Medium
T002881,V01815,2026-03-10,No major issue reported,Medium
T002882,V01816,2026-01-28,Check engine light is on,Medium
T002883,V01816,2026-02-21,No major issue reported,Medium
T002884,V01817,2026-02-15,Transmission feels delayed,High
T002885,V01817,2026-01-19,Brake noise reported by driver,Low
T002886,V01817,2026-01-26,Reduced acceleration reported,Low
T002887,V01819,2026-03-31,Vehicle overheating during route,High
T002888,V01820,2026-04-01,Brake noise reported by driver,Medium
T002889,V01821,2026-02-09,Battery warning light keeps appearing,Medium
T002890,V01822,2026-04-09,Brake noise reported by driver,Medium
T002891,V01823,2026-03-24,Transmission feels delayed,High
T002892,V01823,2026-04-13,Oil pressure warning triggered,High
T002893,V01824,2026-03-21,Oil pressure warning triggered,High
T002894,V01824,2026-03-05,Transmission feels delayed,High
T002895,V01825,2026-03-10,Vehicle idle time unusually high,Medium
T002896,V01825,2026-03-03,Oil pressure warning triggered,High
T002897,V01827,2026-04-15,Vehicle idle time unusually high,Low
T002898,V01828,2026-03-01,Reduced acceleration reported,Low
T002899,V01829,2026-03-16,Reduced acceleration reported,Low
T002900,V01829,2026-02-06,No major issue reported,Medium
T002901,V01829,2026-04-16,Vehicle overheating during route,High
T002902,V01830,2026-03-07,Check engine light is on,Medium
T002903,V01830,2026-01-17,Brake noise reported by driver,Medium
T002904,V01831,2026-04-17,No major issue reported,Medium
T002905,V01831,2026-01-20,Reduced acceleration reported,Medium
T002906,V01832,2026-04-20,Transmission feels delayed,High
T002907,V01832,2026-02-12,Transmission feels delayed,High
T002908,V01833,2026-03-14,Battery warning light keeps appearing,Medium
T002909,V01833,2026-04-08,Vehicle idle time unusually high,Low
T002910,V01835,2026-03-04,No major issue reported,Medium
T002911,V01835,2026-02-04,Reduced acceleration reported,Low
T002912,V01836,2026-01-28,Vehicle overheating during route,High
T002913,V01836,2026-03-12,Brake noise reported by driver,Low
T002914,V01837,2026-03-23,Reduced acceleration reported,Low
T002915,V01838,2026-04-28,Brake noise reported by driver,Medium
T002916,V01838,2026-02-01,Check engine light is on,Medium
T002917,V01839,2026-02-12,Check engine light is on,Low
T002918,V01839,2026-04-08,Reduced acceleration reported,Low
T002919,V01839,2026-02-19,Vehicle overheating during route,High
T002920,V01841,2026-01-13,Reduced acceleration reported,Low
T002921,V01842,2026-04-17,Reduced acceleration reported,Low
T002922,V01842,2026-03-08,Battery warning light keeps appearing,Medium
T002923,V01842,2026-04-29,Battery warning light keeps appearing,Low
T002924,V01843,2026-03-07,Transmission feels delayed,High
T002925,V01843,2026-03-03,Oil pressure warning triggered,High
T002926,V01845,2026-04-20,Oil pressure warning triggered,High
T002927,V01845,2026-02-24,Battery warning light keeps appearing,Low
T002928,V01846,2026-02-22,Check engine light is on,Medium
T002929,V01846,2026-04-01,Transmission feels delayed,High
T002930,V01846,2026-01-23,No major issue reported,Medium
T002931,V01848,2026-03-16,Battery warning light keeps appearing,Low
T002932,V01850,2026-02-07,Check engine light is on,Medium
T002933,V01850,2026-02-21,Brake noise reported by driver,Medium
T002934,V01851,2026-03-02,Vehicle overheating during route,High
T002935,V01851,2026-02-03,Oil pressure warning triggered,High
T002936,V01852,2026-02-04,Check engine light is on,Low
T002937,V01853,2026-04-24,Oil pressure warning triggered,High
T002938,V01857,2026-01-18,No major issue reported,Medium
T002939,V01857,2026-04-12,No major issue reported,Medium
T002940,V01859,2026-01-25,Check engine light is on,Medium
T002941,V01859,2026-02-14,No major issue reported,Medium
T002942,V01859,2026-03-23,Brake noise reported by driver,Low
T002943,V01860,2026-03-16,Battery warning light keeps appearing,Medium
T002944,V01860,2026-04-14,Brake noise reported by driver,Low
T002945,V01861,2026-03-29,Vehicle idle time unusually high,Medium
T002946,V01862,2026-01-23,No major issue reported,Medium
T002947,V01863,2026-01-24,Transmission feels delayed,High
T002948,V01863,2026-04-07,Transmission feels delayed,High
T002949,V01864,2026-04-03,Oil pressure warning triggered,High
T002950,V01864,2026-03-24,Check engine light is on,Low
T002951,V01864,2026-03-30,Vehicle idle time unusually high,Medium
T002952,V01864,2026-04-06,Check engine light is on,Medium
T002953,V01864,2026-04-18,Battery warning light keeps appearing,Medium
T002954,V01865,2026-03-05,Reduced acceleration reported,Low
T002955,V01865,2026-01-06,Transmission feels delayed,High
T002956,V01866,2026-01-03,Vehicle idle time unusually high,Low
T002957,V01867,2026-04-16,Oil pressure warning triggered,High
T002958,V01868,2026-02-15,Reduced acceleration reported,Medium
T002959,V01869,2026-02-14,Vehicle idle time unusually high,Low
T002960,V01870,2026-02-04,Vehicle idle time unusually high,Medium
T002961,V01870,2026-03-05,Brake noise reported by driver,Low
T002962,V01871,2026-01-07,No major issue reported,Low
T002963,V01872,2026-02-07,Brake noise reported by driver,Low
T002964,V01872,2026-04-28,Vehicle overheating during route,High
